iter	Passed	Remaining
292	3815	9206
293	3827	9191
294	3839	9174
295	3851	9160
296	3862	9141
297	3874	9126
298	3885	9108
299	3897	9093
300	3908	9075
301	3920	9061
302	3931	9043
303	3941	9024
304	3953	9008
305	3964	8990
306	3975	8973
307	3986	8955
308	3998	8941
309	4009	8923
310	4020	8907
311	4036	8900
312	4095	8988
313	4107	8973
314	4118	8956
315	4128	8937
316	4139	8918
317	4150	8900
318	4160	8882
319	4172	8866
320	4184	8850
321	4195	8835
322	4207	8818
323	4218	8802
324	4229	8784
325	4242	8771
326	4254	8756
327	4266	8741
328	4277	8724
329	4288	8707
330	4300	8692
331	4313	8679
332	4326	8665
333	4337	8648
334	4347	8631
335	4359	8615
336	4370	8599
337	4381	8582
338	4393	8566
339	4404	8549
340	4416	8535
341	4427	8518
342	4437	8500
343	4449	8484
344	4460	8469
345	4472	8452
346	4482	8435
347	4494	8420
348	4505	8403
349	4516	8387
350	4527	8372
351	4538	8355
352	4549	8339
353	4561	8323
354	4572	8307
355	4584	8293
356	4598	8281
357	4609	8266
358	4621	8251
359	4632	8235
360	4644	8221
361	4655	8204
362	4666	8189
363	4677	8172
364	4688	8156
365	4699	8141
366	4711	8126
367	4723	8111
368	4734	8095
369	4745	8079
370	4756	8063
371	4767	8048
372	4778	8032
373	4789	8016
374	4800	8001
375	4811	7985
376	4822	7969
377	4832	7952
378	4845	7938
379	4856	7923
380	4868	7910
381	4879	7894
382	4891	7880
383	4903	7865
384	4913	7849
385	4925	7834
386	4937	7820
387	4948	7805
388	4960	7790
389	4970	7774
390	4982	7760
391	4993	7745
392	5005	7730
393	5016	7716
394	5028	7701
395	5038	7685
396	5050	7671
397	5061	7655
398	5072	7640
399	5196	7794
400	5213	7788
401	5224	7772
402	5237	7758
403	5249	7744
404	5260	7727
405	5271	7712
406	5281	7695
407	5294	7682
408	5305	7666
409	5316	7650
410	5328	7635
411	5339	7621
412	5351	7606
413	5362	7590
414	5374	7575
415	5385	7560
416	5396	7545
417	5407	7529
418	5418	7513
419	5431	7500
420	5443	7485
421	5455	7472
422	5466	7456
423	5477	7440
424	5488	7425
425	5498	7409
426	5510	7394
427	5521	7379
428	5532	7363
429	5544	7349
430	5555	7334
431	5567	7319
432	5578	7304
433	5589	7289
434	5600	7274
435	5611	7259
436	5622	7243
437	5633	7228
438	5644	7213
439	5656	7198
440	5667	7183
441	5678	7168
442	5690	7154
443	5702	7140
444	5712	7125
445	5723	7109
446	5734	7094
447	5745	7079
448	5757	7064
449	5768	7050
450	5780	7036
451	5791	7021
452	5802	7006
453	5813	6991
454	5824	6976
455	5836	6962
456	5847	6947
457	5859	6933
458	5870	6919
459	5882	6905
460	5893	6890
461	5906	6878
462	5919	6865
463	5930	6850
464	5940	6835
465	5952	6821
466	5963	6806
467	5974	6791
468	5986	6777
469	5997	6763
470	6008	6748
471	6021	6735
472	6032	6721
473	6045	6708
474	6056	6694
475	6067	6679
476	6079	6665
477	6091	6651
478	6103	6638
479	6116	6625
480	6127	6611
481	6138	6596
482	6149	6582
483	6161	6568
484	6172	6554
485	6183	6539
486	6200	6531
487	6259	6566
488	6270	6553
489	6282	6539
490	6293	6524
491	6304	6509
492	6316	6495
493	6327	6481
494	6339	6467
495	6350	6452
496	6361	6438
497	6373	6424
498	6387	6412
499	6399	6399
500	6410	6384
501	6421	6370
502	6433	6356
503	6444	6342
504	6455	6327
505	6467	6314
506	6478	6299
507	6489	6285
508	6501	6271
509	6511	6256
510	6523	6242
511	6535	6228
512	6547	6215
513	6558	6200
514	6569	6187
515	6581	6172
516	6592	6159
517	6604	6145
518	6615	6130
519	6628	6118
520	6639	6104
521	6650	6090
522	6661	6075
523	6673	6062
524	6684	6047
525	6696	6034
526	6707	6019
527	6718	6006
528	6730	5992
529	6741	5977
530	6751	5963
531	6762	5948
532	6774	5935
533	6785	5921
534	6796	5907
535	6808	5893
536	6820	5880
537	6831	5866
538	6844	5853
539	6855	5839
540	6866	5825
541	6877	5812
542	6889	5798
543	6900	5784
544	6912	5771
545	6923	5756
546	6934	5742
547	6945	5729
548	6957	5715
549	6968	5701
550	6980	5688
551	6991	5674
552	7002	5659
553	7013	5646
554	7024	5632
555	7036	5619
556	7048	5605
557	7060	5592
558	7071	5578
559	7082	5564
560	7093	5550
561	7105	5537
562	7115	5523
563	7127	5509
564	7139	5497
565	7151	5483
566	7161	5469
567	7173	5455
568	7184	5442
569	7195	5428
570	7206	5414
571	7217	5400
572	7231	5388
573	7250	5380
574	7308	5401
575	7319	5387
576	7330	5374
577	7342	5360
578	7352	5346
579	7363	5332
580	7375	5319
581	7386	5304
582	7397	5291
583	7409	5277
584	7420	5264
585	7431	5250
586	7443	5237
587	7456	5224
588	7467	5210
589	7480	5198
590	7494	5186
591	7506	5173
592	7518	5160
593	7529	5146
594	7540	5132
595	7552	5119
596	7563	5105
597	7575	5092
598	7585	5078
599	7596	5064
600	7607	5050
601	7619	5037
602	7630	5023
603	7641	5010
604	7653	4996
605	7665	4983
606	7676	4970
607	7689	4957
608	7700	4944
609	7712	4930
610	7723	4916
611	7733	4903
612	7744	4889
613	7756	4876
614	7767	4862
615	7778	4848
616	7790	4835
617	7801	4822
618	7813	4809
619	7824	4795
620	7836	4782
621	7848	4769
622	7859	4756
623	7870	4742
624	7881	4729
625	7893	4715
626	7904	4702
627	7916	4689
628	7928	4676
629	7939	4662
630	7949	4649
631	7961	4636
632	7972	4622
633	7983	4608
634	7994	4595
635	8004	4581
636	8015	4567
637	8025	4553
638	8037	4540
639	8048	4527
640	8058	4513
641	8070	4500
642	8081	4486
643	8091	4473
644	8102	4459
645	8113	4445
646	8124	4432
647	8135	4419
648	8146	4405
649	8157	4392
650	8170	4380
651	8180	4366
652	8191	4353
653	8203	4339
654	8215	4327
655	8226	4313
656	8238	4300
657	8249	4287
658	8261	4274
659	8272	4261
660	8284	4248
661	8319	4247
662	8361	4250
663	8374	4237
664	8385	4224
665	8396	4210
666	8407	4197
667	8418	4183
668	8428	4170
669	8439	4156
670	8451	4143
671	8461	4130
672	8473	4117
673	8485	4104
674	8496	4091
675	8507	4077
676	8518	4064
677	8529	4050
678	8541	4037
679	8552	4024
680	8564	4011
681	8575	3998
682	8586	3985
683	8596	3971
684	8607	3958
685	8618	3944
686	8630	3932
687	8641	3918
688	8652	3905
689	8663	3892
690	8675	3879
691	8686	3866
692	8697	3852
693	8708	3839
694	8719	3826
695	8730	3813
696	8741	3800
697	8751	3786
698	8762	3773
699	8773	3760
700	8785	3747
701	8796	3734
702	8807	3721
703	8818	3707
704	8830	3695
705	8841	3682
706	8853	3668
707	8864	3656
708	8876	3643
709	8887	3630
710	8898	3617
711	8910	3604
712	8921	3591
713	8932	3577
714	8942	3564
715	8953	3551
716	8965	3538
717	8977	3525
718	8988	3512
719	8999	3499
720	9010	3486
721	9021	3473
722	9033	3460
723	9044	3447
724	9055	3435
725	9067	3422
726	9079	3409
727	9090	3396
728	9102	3383
729	9113	3370
730	9124	3357
731	9135	3344
732	9146	3331
733	9158	3319
734	9169	3306
735	9181	3293
736	9192	3280
737	9204	3267
738	9216	3255
739	9228	3242
740	9239	3229
741	9250	3216
742	9262	3203
743	9273	3190
744	9284	3177
745	9295	3164
746	9306	3151
747	9317	3139
748	9329	3126
749	9340	3113
750	9475	3141
751	9486	3128
752	9498	3115
753	9509	3102
754	9519	3089
755	9529	3075
756	9540	3062
757	9550	3049
758	9561	3036
759	9572	3022
760	9583	3009
761	9593	2996
762	9604	2983
763	9615	2970
764	9627	2957
765	9638	2944
766	9650	2931
767	9662	2918
768	9672	2905
769	9683	2892
770	9694	2879
771	9705	2866
772	9716	2853
773	9728	2840
774	9739	2827
775	9750	2814
776	9762	2801
777	9773	2788
778	9784	2775
779	9795	2762
780	9806	2749
781	9817	2736
782	9828	2723
783	9840	2711
784	9851	2698
785	9862	2685
786	9874	2672
787	9885	2659
788	9897	2646
789	9908	2633
790	9919	2620
791	9930	2607
792	9941	2595
793	9952	2582
794	9963	2569
795	9975	2556
796	9987	2543
797	9998	2530
798	10009	2517
799	10020	2505
800	10031	2492
801	10043	2479
802	10055	2466
803	10066	2453
804	10078	2441
805	10088	2428
806	10100	2415
807	10112	2402
808	10123	2390
809	10135	2377
810	10146	2364
811	10158	2351
812	10169	2339
813	10180	2326
814	10191	2313
815	10205	2301
816	10217	2288
817	10229	2275
818	10240	2263
819	10251	2250
820	10263	2237
821	10275	2225
822	10286	2212
823	10297	2199
824	10309	2186
825	10320	2173
826	10331	2161
827	10341	2148
828	10353	2135
829	10363	2122
830	10374	2109
831	10386	2097
832	10397	2084
833	10408	2071
834	10419	2058
835	10430	2046
836	10441	2033
837	10452	2020
838	10486	2012
839	10530	2005
840	10542	1993
841	10553	1980
842	10564	1967
843	10575	1954
844	10587	1942
845	10597	1929
846	10608	1916
847	10619	1903
848	10631	1890
849	10641	1877
850	10653	1865
851	10664	1852
852	10675	1839
853	10687	1827
854	10698	1814
855	10709	1801
856	10720	1788
857	10732	1776
858	10743	1763
859	10754	1750
860	10765	1738
861	10776	1725
862	10787	1712
863	10798	1699
864	10809	1687
865	10821	1674
866	10832	1661
867	10843	1649
868	10854	1636
869	10865	1623
870	10877	1611
871	10888	1598
872	10899	1585
873	10911	1573
874	10923	1560
875	10934	1547
876	10946	1535
877	10958	1522
878	10969	1510
879	10980	1497
880	10992	1484
881	11003	1472
882	11014	1459
883	11025	1446
884	11036	1434
885	11047	1421
886	11059	1408
887	11070	1396
888	11081	1383
889	11092	1370
890	11103	1358
891	11114	1345
892	11125	1333
893	11136	1320
894	11148	1307
895	11160	1295
896	11171	1282
897	11183	1270
898	11195	1257
899	11207	1245
900	11218	1232
901	11229	1220
902	11241	1207
903	11253	1195
904	11265	1182
905	11276	1169
906	11287	1157
907	11299	1144
908	11310	1132
909	11320	1119
910	11332	1107
911	11343	1094
912	11354	1081
913	11365	1069
914	11377	1056
915	11389	1044
916	11401	1031
917	11412	1019
918	11423	1006
919	11435	994
920	11447	981
921	11460	969
922	11472	957
923	11483	944
924	11495	932
925	11506	919
926	11534	908
927	11584	898
928	11600	886
929	11616	874
930	11632	862
931	11647	849
932	11662	837
933	11678	825
934	11694	812
935	11709	800
936	11721	788
937	11733	775
938	11743	762
939	11755	750
940	11766	737
941	11778	725
942	11788	712
943	11800	700
944	11811	687
945	11822	674
946	11834	662
947	11844	649
948	11855	637
949	11867	624
950	11879	612
951	11890	599
952	11901	586
953	11913	574
954	11924	561
955	11935	549
956	11947	536
957	11958	524
958	11969	511
959	11980	499
960	11991	486
961	12002	474
962	12013	461
963	12026	449
964	12038	436
965	12049	424
966	12060	411
967	12070	399
968	12081	386
969	12092	373
970	12104	361
971	12116	349
972	12126	336
973	12138	324
974	12150	311
975	12162	299
976	12173	286
977	12187	274
978	12198	261
979	12210	249
980	12221	236
981	12232	224
982	12244	211
983	12254	199
984	12265	186
985	12276	174
986	12287	161
987	12298	149
988	12309	136
989	12321	124
990	12332	112
991	12344	99
992	12356	87
993	12367	74
994	12379	62
995	12390	49
996	12401	37
997	12413	24
998	12426	12
999	12437	0
