iter	Recall	Logloss
251	0.9427154966	0.2058707818
252	0.9428594275	0.2050737125
253	0.9426355349	0.2043597405
254	0.942539581	0.2041341746
255	0.9426675196	0.2037672545
256	0.942539581	0.2032277166
257	0.9428274428	0.2025809319
258	0.9424596194	0.2015639429
259	0.9421237806	0.2009661546
260	0.9427314889	0.2002846488
261	0.9434671358	0.1997916892
262	0.9439948825	0.1991766663
263	0.9443147289	0.1985432645
264	0.944714537	0.1978180803
265	0.9448264833	0.1972148703
266	0.9458339997	0.1967045576
267	0.9457860227	0.1960784872
268	0.9463297617	0.1954311757
269	0.9473692628	0.1947694275
270	0.947433232	0.1942763538
271	0.9478970094	0.1934059252
272	0.948120902	0.1928638034
273	0.9485367024	0.1924651509
274	0.9487765872	0.1917576082
275	0.9494482648	0.1912565025
276	0.9495442188	0.1908574791
277	0.9509035663	0.190020448
278	0.9508555893	0.1892193236
279	0.9518471134	0.1886044095
280	0.9517671518	0.1881487103
281	0.9517991364	0.1876502526
282	0.9525987526	0.1871331277
283	0.9529345914	0.1865732498
284	0.9533024148	0.1858314231
285	0.9537661922	0.1854436912
286	0.9534623381	0.1849598717
287	0.9538621462	0.1841551376
288	0.954197985	0.1838024305
289	0.954150008	0.1832320793
290	0.9551095474	0.1827125863
291	0.9551575244	0.1822124428
292	0.9553334399	0.182085979
293	0.9554293939	0.1819716481
294	0.9553654246	0.1816524579
295	0.9553174476	0.1813931076
296	0.9551735167	0.1811910888
297	0.955285463	0.180919424
298	0.955781225	0.1804036384
299	0.955733248	0.1801382304
300	0.9561650408	0.1799306183
301	0.9563569487	0.1797303752
302	0.9554134016	0.179289156
303	0.9551255397	0.1790437988
304	0.955829202	0.1781752315
305	0.9558611866	0.1775827574
306	0.9556532864	0.1772103513
307	0.9559251559	0.1769668346
308	0.9560530945	0.1763650672
309	0.9560211099	0.1761273017
310	0.9563569487	0.175715356
311	0.9566288182	0.175439069
312	0.9570606109	0.1750028294
313	0.9567567568	0.1748199647
314	0.9569326723	0.1744019681
315	0.95691668	0.1740728556
316	0.9570606109	0.1739757981
317	0.9574764113	0.1736106187
318	0.9579721734	0.1732879656
319	0.9577962578	0.1727413488
320	0.9578122501	0.1726290709
321	0.9582440429	0.1723897095
322	0.9579881657	0.172245762
323	0.9579881657	0.1720586649
324	0.9574284344	0.171756559
325	0.9574924036	0.1715095499
326	0.9574924036	0.1713219854
327	0.9576683192	0.1710902928
328	0.9574924036	0.1707450651
329	0.957508396	0.1704508592
330	0.9573484727	0.1701979269
331	0.957508396	0.1698257
332	0.9569486646	0.1695370479
333	0.9578762194	0.1690581976
334	0.9576843115	0.168826874
335	0.9582760275	0.1686075984
336	0.9584519431	0.1681856936
337	0.9583559891	0.167675928
338	0.9582760275	0.1674057031
339	0.9583240045	0.1671364122
340	0.9592355669	0.1662490717
341	0.9592355669	0.166049355
342	0.959731329	0.1655974689
343	0.9597473213	0.1652355506
344	0.9603550296	0.1646656411
345	0.9604349912	0.1642932149
346	0.9605949144	0.1636373475
347	0.9609307532	0.1632761606
348	0.9613305613	0.1628105613
349	0.961362546	0.1623052766
350	0.9621301775	0.1617475391
351	0.9622741084	0.1609244294
352	0.9622581161	0.1606395454
353	0.9619862466	0.1603825402
354	0.9622101391	0.1598904893
355	0.9622101391	0.1593824514
356	0.9623380777	0.159089365
357	0.9623380777	0.1588437045
358	0.9625299856	0.1586552626
359	0.9625299856	0.1584090669
360	0.9625299856	0.1581387696
361	0.9628498321	0.1578988853
362	0.9632496402	0.1576946705
363	0.9638413561	0.1571656456
364	0.9639533024	0.1569298352
365	0.9648008956	0.1563358362
366	0.9648008956	0.1561634775
367	0.9649448265	0.1557561607
368	0.9649448265	0.1555851702
369	0.9652326883	0.1550771004
370	0.9652486806	0.1548988152
371	0.9657284503	0.1544475286
372	0.9657284503	0.1542186298
373	0.9661122661	0.1537308044
374	0.9658403966	0.1536500102
375	0.9660802815	0.1535101982
376	0.9658723813	0.153234262
377	0.9658563889	0.1531177958
378	0.9658563889	0.1528221427
379	0.9659203582	0.1524675464
380	0.9656324964	0.1523018662
381	0.9660003198	0.1517338203
382	0.9660003198	0.1514847966
383	0.9660163122	0.1512764533
384	0.9657764273	0.1511802424
385	0.9661282584	0.1509024305
386	0.9656804734	0.1506616007
387	0.9665920358	0.1502586678
388	0.9665120742	0.1499189456
389	0.9667679514	0.1497209229
390	0.9663201663	0.1494824647
391	0.9662881817	0.1489882287
392	0.9664800896	0.1485587424
393	0.9664800896	0.1484137073
394	0.9664800896	0.1483118639
395	0.9679673757	0.1478269199
396	0.9685590916	0.147434112
397	0.9692307692	0.1468784885
398	0.9696785543	0.1464237594
399	0.9702862626	0.1459722329
400	0.9700783624	0.1455965707
401	0.9702542779	0.1453615266
402	0.9708779786	0.1448615553
403	0.9700943547	0.1446743521
404	0.9706700784	0.1442856363
405	0.9716136255	0.1439103484
406	0.9719494643	0.1435319565
407	0.9720933952	0.1431420045
408	0.9722373261	0.1425991897
409	0.9722213338	0.1424580382
410	0.9722373261	0.142269727
411	0.9722533184	0.1419344501
412	0.97233328	0.1417454344
413	0.9723012954	0.141453419
414	0.9722853031	0.1412145863
415	0.9723012954	0.1410695786
416	0.9723972493	0.140820057
417	0.9723972493	0.1405459712
418	0.9732448425	0.140214225
419	0.9733248041	0.1396678538
420	0.9731648809	0.1392052282
421	0.9730049576	0.1390842774
422	0.9731169039	0.1387722785
423	0.9731009116	0.1386537666
424	0.9730529346	0.1383808357
425	0.9731009116	0.1382628953
426	0.9730369423	0.1378464863
427	0.972924996	0.137392853
428	0.9728930114	0.1369580209
429	0.9724612186	0.1367174446
430	0.9725891572	0.1362085519
431	0.9722373261	0.1356707565
432	0.9725091956	0.1353465926
433	0.9725091956	0.1348826755
434	0.9730049576	0.1345252236
435	0.9739165201	0.1340426561
436	0.9739005277	0.133628925
437	0.9737725892	0.1334239932
438	0.9739005277	0.1332239344
439	0.9739005277	0.1330388589
440	0.9742683512	0.1327137641
441	0.9742683512	0.1326370596
442	0.9742683512	0.1324667843
443	0.9742363665	0.1323162367
444	0.9741883896	0.132144257
445	0.9745881977	0.1318209078
446	0.9745722053	0.1316334849
447	0.9746361746	0.1313578658
448	0.9748920518	0.1310407502
449	0.9748760595	0.1309206141
450	0.975195906	0.1306510564
451	0.9751159443	0.1302329761
452	0.9751319367	0.1301393215
453	0.9752758676	0.1298942237
454	0.975643691	0.1295471756
455	0.975643691	0.1293975083
456	0.9757876219	0.1290793676
457	0.9756276987	0.129001435
458	0.9757716296	0.1288272489
459	0.9758036143	0.128680326
460	0.9760115145	0.1284049419
461	0.9759315529	0.1280283319
462	0.9762034224	0.1279132126
463	0.9761714377	0.1274373307
464	0.9763633456	0.1271703973
465	0.9761394531	0.1270435932
466	0.9763313609	0.12676276
467	0.9761394531	0.1264644022
468	0.9768751	0.1260574575
469	0.9778346394	0.1256135051
470	0.9778346394	0.1254997623
471	0.977418839	0.1251992725
472	0.9776907085	0.1247738427
473	0.9777226931	0.1246886098
474	0.9776747161	0.1245256291
475	0.9777546778	0.1240244944
476	0.9781544858	0.1236918456
477	0.9781384935	0.1234595189
478	0.9781384935	0.1233604495
479	0.9781384935	0.1232615516
480	0.9782504398	0.1229906667
481	0.9783943707	0.1227501494
482	0.9786342556	0.122579705
483	0.9786502479	0.1222016541
484	0.978506317	0.1218611946
485	0.9788261634	0.1215565531
486	0.9787462018	0.1212679711
487	0.9785862786	0.1210566343
488	0.9786022709	0.1208472196
489	0.9786662402	0.1206717485
490	0.9786822325	0.120586993
491	0.9786502479	0.1204964067
492	0.9786502479	0.1203774271
493	0.9786502479	0.1202983778
494	0.9786502479	0.1202003728
495	0.9785542939	0.1200327992
496	0.9785542939	0.1197524822
497	0.9787302095	0.1194006176
498	0.9788421558	0.1191424812
499	0.9789700944	0.1187794737
500	0.9789700944	0.1185290713
501	0.978954102	0.1182389272
502	0.978954102	0.1181201058
503	0.978954102	0.1178712928
504	0.9789061251	0.1176070975
505	0.9791939869	0.1173957567
506	0.9791939869	0.1172324501
507	0.9791460099	0.1170325371
508	0.9791460099	0.1167105118
509	0.9792739485	0.116610028
510	0.9790820406	0.1164612705
511	0.979545818	0.116270016
512	0.9797377259	0.1160007235
513	0.9797377259	0.1156563016
514	0.9797377259	0.1155845803
515	0.9793699024	0.1155008455
516	0.9794018871	0.1154022139
517	0.9789860867	0.1150978383
518	0.9795618103	0.1147652727
519	0.9793379178	0.1144196826
520	0.9793379178	0.114318083
521	0.9793379178	0.1141976827
522	0.9791140253	0.1138867027
523	0.9793379178	0.1137316216
524	0.9792259715	0.1136047386
525	0.9796257796	0.113447647
526	0.9797057412	0.1131979215
527	0.9798496722	0.1130735273
528	0.9797697105	0.1127804554
529	0.9797857029	0.1126578418
530	0.9797857029	0.1125327193
531	0.9798016952	0.1124573556
532	0.9797857029	0.1123533761
533	0.9797377259	0.112112527
534	0.9796097873	0.1120451748
535	0.9796097873	0.1119643022
536	0.9796097873	0.1117844783
537	0.9796097873	0.1117041072
538	0.9796097873	0.1116158569
539	0.9800735647	0.1112336843
540	0.9806173037	0.1108689703
541	0.9804733728	0.1106756108
542	0.9804733728	0.1104189172
543	0.9804413881	0.1103717412
544	0.9804413881	0.1103238235
545	0.9804413881	0.1102422407
546	0.9804413881	0.1101015506
547	0.9807132576	0.1099730804
548	0.9807132576	0.10991164
549	0.9807132576	0.109633883
550	0.9806972653	0.1093621431
551	0.9806972653	0.1091820517
552	0.9806972653	0.1090707276
553	0.9806972653	0.1089212073
554	0.9806972653	0.108721331
555	0.9814169199	0.1084548145
556	0.9815768431	0.1080667665
557	0.9814169199	0.1079855456
558	0.981768751	0.1078924548
559	0.981768751	0.107667975
560	0.9820246282	0.1074044738
561	0.9820246282	0.1072647925
562	0.9822964977	0.1069302557
563	0.9822964977	0.1068839184
564	0.9824564209	0.10664578
565	0.9824564209	0.1063150911
566	0.9828882137	0.1060553324
567	0.9830801215	0.1057340253
568	0.9832240525	0.105471289
569	0.9832240525	0.105263994
570	0.9830961139	0.105018364
571	0.9829361906	0.1047512663
572	0.9829361906	0.1046269675
573	0.982952183	0.1044597279
574	0.9829681753	0.1043145628
575	0.9829841676	0.104218279
576	0.9829201983	0.1040765561
577	0.9829201983	0.1039333239
578	0.9829201983	0.1037941899
579	0.9833679834	0.103499831
580	0.9836718375	0.1032067107
581	0.9836718375	0.1030891634
582	0.9834799296	0.1029520566
583	0.9834319527	0.1028253802
584	0.9833040141	0.1027067151
585	0.9836078682	0.1024187791
586	0.9837038222	0.1023364903
587	0.9837198145	0.1019916752
588	0.9838317608	0.1018146948
589	0.9837997761	0.1016378049
590	0.9838477531	0.1015471056
591	0.9839596993	0.1013817961
592	0.9839596993	0.1012743841
593	0.9839596993	0.1012118594
594	0.9838317608	0.1009840011
595	0.9838317608	0.1009051215
596	0.9838317608	0.1008160743
597	0.9837517991	0.1006838873
598	0.9837997761	0.1006009013
599	0.9838477531	0.100480455
600	0.9838477531	0.1003870352
601	0.9838477531	0.1002993471
602	0.9838477531	0.1002416808
603	0.9838477531	0.0999718029
604	0.9839756917	0.09972909959
605	0.9841995842	0.09960489243
606	0.9841675996	0.09952128202
607	0.9841516072	0.0994201183
608	0.9843435151	0.09934968735
609	0.9843435151	0.09927239765
610	0.9843754998	0.09915047263
611	0.9843595074	0.099003076
612	0.9845194307	0.09870898009
613	0.9845194307	0.09836980629
614	0.9845194307	0.0983149511
615	0.9845194307	0.09814124666
616	0.9846153846	0.09810104111
617	0.9847593155	0.09795874906
618	0.9848872541	0.09787352086
619	0.9849192388	0.09775764102
620	0.985031185	0.09762857643
621	0.9848872541	0.09736827167
622	0.9846953462	0.09709057742
623	0.9846953462	0.09686150751
624	0.9845514153	0.09670890398
625	0.9845514153	0.09636846465
626	0.9845514153	0.09598716236
627	0.9846633616	0.09570218105
628	0.9850151927	0.09520163954
629	0.9851751159	0.09499744375
630	0.9850151927	0.09475935065
631	0.9849192388	0.09450922423
632	0.985031185	0.09430804488
633	0.9849832081	0.09408490047
634	0.9849992004	0.0939917909
635	0.9849992004	0.09386347393
636	0.985031185	0.09361231286
637	0.985079162	0.093407436
638	0.9852550776	0.0928883395
639	0.9852550776	0.09276782959
640	0.9853190469	0.09255956958
641	0.9853190469	0.09243216112
642	0.9851431313	0.09227329367
643	0.9851431313	0.09220516938
644	0.9852071006	0.09208568903
645	0.9851591236	0.0920157378
646	0.9851591236	0.09186107068
647	0.9859267552	0.09158225441
648	0.986118663	0.09137466227
649	0.986118663	0.09127531892
650	0.986118663	0.09107780214
651	0.9860866784	0.09073921922
652	0.9860866784	0.09064747924
653	0.986118663	0.09048740447
654	0.986118663	0.09042826278
655	0.9861026707	0.09019235465
656	0.986118663	0.09002304845
657	0.9861026707	0.08990213892
658	0.9865504558	0.08963253851
659	0.9864225172	0.08945715433
660	0.9864704942	0.08934086949
661	0.9864545018	0.08891074082
662	0.9864545018	0.08880758922
663	0.9863425556	0.08865008797
664	0.9863425556	0.08854030033
665	0.9863585479	0.08838020633
666	0.9864065249	0.08816835205
667	0.9864065249	0.08808619429
668	0.9868703023	0.08795814514
669	0.986806333	0.08783802306
670	0.9869822485	0.08766216066
671	0.9869662562	0.08758747269
672	0.9871421718	0.08741118449
673	0.9871421718	0.08734577208
674	0.9870142332	0.08719781066
675	0.9869662562	0.08714559052
676	0.9868543099	0.08710745946
677	0.9870302255	0.08692467317
678	0.9869662562	0.08688456694
679	0.9869662562	0.0867554749
680	0.9869662562	0.08666202038
681	0.9869662562	0.08643373344
682	0.9871421718	0.08623158603
683	0.9871421718	0.08610908897
684	0.9871421718	0.08607399443
685	0.9874300336	0.08578071066
686	0.9874300336	0.08573045113
687	0.9874140413	0.08548929017
688	0.9873980489	0.085358853
689	0.9873980489	0.08520748953
690	0.9874940029	0.08494813077
691	0.9875899568	0.08484947183
692	0.9875899568	0.08474696118
693	0.9875899568	0.08459331173
694	0.9875899568	0.08441075651
695	0.9875899568	0.08417316032
696	0.9877178954	0.08397635618
697	0.9877019031	0.0837781055
698	0.9879737726	0.08336652763
699	0.9879737726	0.08322862823
700	0.9878618263	0.0830538714
701	0.9878618263	0.08280435088
702	0.9878618263	0.08263933909
703	0.9878618263	0.08250275993
704	0.9878618263	0.08243415341
705	0.987845834	0.08225960719
706	0.987845834	0.0822075436
707	0.9878618263	0.08195971277
708	0.987845834	0.08176661442
709	0.9878618263	0.08165708063
710	0.9878618263	0.08160667779
711	0.9878618263	0.08152188011
712	0.9878618263	0.0814445996
713	0.9880377419	0.0812039127
714	0.9880217496	0.08112009883
715	0.9880217496	0.08108912645
716	0.9880217496	0.08094705352
717	0.9880057572	0.080760196
718	0.9880217496	0.08070878596
719	0.9881656805	0.08059640065
720	0.9881656805	0.08044790253
721	0.9883256037	0.08020394756
722	0.9883256037	0.08011535001
723	0.9883256037	0.0800788058
724	0.9883735807	0.07991350882
725	0.9882776267	0.07986429262
726	0.9882776267	0.07981758808
727	0.9883096114	0.0796894942
728	0.9883096114	0.07965552646
729	0.9882296498	0.07962766372
730	0.9881816728	0.07959320703
731	0.9882296498	0.07944394205
732	0.9882936191	0.07933175654
733	0.9883256037	0.07924734059
734	0.9883575884	0.0790876121
735	0.9887573964	0.07880361898
736	0.9887094195	0.07863455795
737	0.9888053734	0.07848483609
738	0.9889013274	0.07840156755
739	0.9891252199	0.07822244767
740	0.9892691508	0.0780628936
741	0.9892211738	0.07800494504
742	0.9892691508	0.07786246558
743	0.9892211738	0.07778412633
744	0.9892211738	0.07765506248
745	0.9892691508	0.07755397294
746	0.9891891892	0.07734493882
747	0.9891891892	0.07713309827
748	0.9892371662	0.07701706841
749	0.9892371662	0.07688549307
750	0.989525028	0.07675642599
751	0.9891891892	0.07658693347
752	0.989525028	0.07652805345
753	0.9892371662	0.07637816396
754	0.9892371662	0.07622134661
755	0.9891891892	0.07604349116
756	0.9891891892	0.07595456722
757	0.989573005	0.07572168353
758	0.989573005	0.0756247646
759	0.9895889973	0.07556744337
760	0.9897169359	0.07541858384
761	0.9897169359	0.07532941701
762	0.9900367823	0.0751696243
763	0.9900367823	0.07501824428
764	0.9902446826	0.07481916367
765	0.9902126979	0.07471499048
766	0.9902606749	0.07456599476
767	0.9902606749	0.07445351721
768	0.9902606749	0.07433819713
769	0.9902606749	0.07425063739
770	0.9902606749	0.07415652678
771	0.990116744	0.07409120411
772	0.9903406365	0.0739814161
773	0.9903406365	0.07394052756
774	0.9903406365	0.07390246803
775	0.9903886135	0.07379937312
776	0.9903726211	0.07376326616
777	0.9903726211	0.07365239282
778	0.9903726211	0.07360320736
779	0.9904685751	0.07344426024
780	0.9904685751	0.07331957451
781	0.9905005597	0.07319142083
782	0.9905005597	0.07303781916
783	0.9905005597	0.07296088541
784	0.9905005597	0.07291927595
785	0.9905165521	0.07277128149
786	0.9905165521	0.07269874448
787	0.9905165521	0.07257621837
788	0.9906284983	0.07242611462
789	0.9906284983	0.07230519783
790	0.9906764753	0.07227333956
791	0.9906924676	0.07221019053
792	0.9906444906	0.07216267732
793	0.9906924676	0.07202274271
794	0.990612506	0.07195227365
795	0.9906284983	0.07181696149
796	0.9906764753	0.07178803733
797	0.9906764753	0.07163171587
798	0.9906764753	0.07143717723
799	0.9906764753	0.07136118469
800	0.9907084599	0.07123509385
801	0.9907084599	0.07101403904
802	0.9907084599	0.07091929879
803	0.9907084599	0.07084270564
804	0.990660483	0.0706686887
805	0.990660483	0.07054070355
806	0.9905485367	0.07046380808
807	0.9909643371	0.07014276064
808	0.9909643371	0.07009719227
809	0.9909643371	0.07004022497
810	0.9908523909	0.06998461469
811	0.9908523909	0.06989002429
812	0.9908523909	0.06981921775
813	0.9908523909	0.06975659938
814	0.9909163601	0.06970282277
815	0.9909163601	0.06966588118
816	0.9909163601	0.06962748361
817	0.9908683832	0.06952744075
818	0.9909643371	0.06930857627
819	0.9909643371	0.0692728947
820	0.9912521989	0.06913888812
821	0.9912521989	0.06899546447
822	0.9912521989	0.06896493545
823	0.9912521989	0.06893579008
824	0.9914920838	0.06878039388
825	0.9911242604	0.06875452716
826	0.9911242604	0.06870149328
827	0.9911722373	0.06834600108
828	0.9915240684	0.06822386544
829	0.9915080761	0.06817884788
830	0.9914760915	0.06808379148
831	0.9914760915	0.06790047384
832	0.9914760915	0.06784918653
833	0.9914760915	0.06772034025
834	0.9914920838	0.06765012048
835	0.9914920838	0.06742863943
836	0.9914760915	0.0673866798
837	0.9914760915	0.06734449571
838	0.9914760915	0.06723897223
839	0.9914760915	0.06718899163
840	0.9914760915	0.06708052584
841	0.9914281145	0.06700745756
842	0.9914281145	0.06688557563
843	0.9914441068	0.06685683311
844	0.9914600992	0.06676997058
845	0.9914600992	0.06669889154
846	0.9918119303	0.06656915434
847	0.9918119303	0.06653300998
848	0.9918758996	0.06650963734
849	0.9918758996	0.06647956841
850	0.9918758996	0.06644338259
851	0.9918758996	0.06636974874
852	0.9921317767	0.06620927781
853	0.9921317767	0.06617214835
854	0.9921317767	0.06605821215
855	0.9921317767	0.06604181095
856	0.9921317767	0.06597345695
857	0.9921317767	0.06585303687
858	0.9921317767	0.06566759698
859	0.9921637614	0.06546111544
860	0.9921637614	0.06541349932
861	0.9921637614	0.06536429586
862	0.9921637614	0.06518515125
863	0.9921637614	0.06507627374
864	0.992195746	0.06489696119
865	0.992195746	0.06476669006
866	0.992339677	0.06461635121
867	0.992339677	0.06449051178
868	0.992339677	0.06435297469
869	0.9922757077	0.06431696675
870	0.9922757077	0.06422908565
871	0.9922757077	0.06420154613
872	0.9925315848	0.06415758296
873	0.9925315848	0.06406458699
874	0.9925315848	0.06398221513
875	0.9925315848	0.06393519755
876	0.9925955541	0.06385935422
877	0.9925955541	0.06381958177
878	0.9925955541	0.06377170444
879	0.9926115465	0.06374186677
880	0.9926115465	0.06370277477
881	0.9926115465	0.06364596606
882	0.9927075004	0.0635566261
